FMID,MarketName,Website,Facebook,Twitter,Youtube,OtherMedia,street,city,County,State,zip,Season1Date,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,x,y,Location,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime
1005088,Lake Arrowhead Farmers Market,,,,,,"28200 Hwy. 189, Hwys. 189 & 173",Lake Arrowhead,San Bernardino,California,92352,,,,,,,,,-117.19,34.249401,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1019103,Lake Barrington Farmer's Market,http://www.LakeBarringtonFarmersMarket.com,https://www.facebook.com/Labafama/,,,#LaBaFaMa,28214 West Northwest Highway,Lake Barrington,Lake,Illinois,60010,06/05/2018 to 09/25/2018,Tue: 3:00 PM-7:00 PM;,,,,,,,-88.183815,42.180695,,Y,N,N,N,N,-,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,5/16/2018 12:16
1004167,Lake City Farmers Market,http://www.seattlefarmersmarkets.org,https://www.facebook.com/LakeCityFarmersMarket,https://twitter.com/seattlefarmmkts,,,NE 125th Street and 28th Ave NE,Seattle,King,Washington,98125,06/09/2016 to 09/29/2016,Thu: 3:00 PM-7:00 PM;,,,,,,,-122.29766,47.719292,,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,7/12/2016 18:46
1008295,Lake City Farmers Market,,,,,,111 Henry Street,Lake City,Florence,South Carolina,29560,05/02/2013 to 12/05/2013,Thu: 1:00 PM-6:00 PM;,,,,,,,-79.754051,33.87075,Other,Y,N,N,Y,Y,-,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,3/14/2014 18:40
1011271,Lake County Farmers' and Flea Market,https://www.facebook.com/LakeCountyFLFairgrounds,https://www.facebook.com/LakeCountyFLFairgrounds,,,,2101 N. County Road 452,Eustis,Lake,Florida,32726,01/01/2015 to 12/31/2015,Thu: 8:00 AM-12:00 PM;,,,,,,,-81.698967,28.876217,,Y,N,N,N,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,6/23/2015 14:04
1004928,Lake DeSoto Farmers Market,http://www.lcfla.com,https://www.facebook.com/lakedesotofarmersmarket,,,,778 NE Lake DeSoto Circle,Lake City,Columbia,Florida,32055,01/01/2013 to 12/31/2013,Sat: 9:00 AM-1:00 PM;,,,,,,,-82.635338,30.192526,Local government building grounds,Y,N,N,N,N,-,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,6/12/2013 16:23
1009504,Lake Ella Growers' Market,,,,,,229 Lake Ella Drive,Tallahassee,,Florida,32303,,,,,,,,,-84.279198,30.4625,,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013
1012202,Lake Forest Park Farmers Market,http:// thirdplacecommons.org/farmers-market/,https://www.facebook.com/ThirdPlaceCommons/,,,,17171 Bothell Way NE,Lake Forest Park,King,Washington,98155,05/08/2016 to 10/16/2016,Sun: 10:00 AM-3:00 PM;,,,,,,,-122.28033,47.754017,,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,N,7/1/2016 23:30
1006660,Lake Mary Farmers' Market,http://www.lakemaryfarmersmarket.com,,,,,100 N 4th Street,Lake Mary,Seminole,Florida,32746,January to December,Sat:9:00 AM - 1:30 PM;,,,,,,,-81.323784,28.756994,Local government building grounds,Y,N,N,N,N,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,5/31/2012 12:32
1008131,Lake Metroparks Farmpark Farmers' Market,http://www.lakemetroparks.com ,,,,,8800 Euclid Chardon Rd,Kirtland ,Lake,Ohio,44094,06/05/2013 to 09/25/2013,Wed: 3:00 PM-6:00 PM;,,,,,,,-81.328377,41.577282,Local government building grounds,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,6/14/2013 15:40
1003058,Lake Mills Farmers Market,,,,,,Corner of US 69 & 1st Avenue,Lake Mills,Winnebago,Iowa,50450,,,,,,,,,-93.602097,43.101799,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1005858,Lake Mills Farmers' Market,http://www.lakemillsfarmersmarket.com,,,,,100 North Main Street - Commons Park,Lake Mills,Jefferson,Wisconsin,53551,May to October,Wed:2:00 PM - 7:00 PM;,,,,,,,-88.907967,43.074024,Other,N,Y,Y,N,N,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,5/17/2012 15:27
1009180,Lake Milton Farmers Market ,http://www.lakemiltoninfo.com/,,,,,Lake Milton Waterfront on the Amphitheater Lawn,Lake Milton,,Ohio,44429,,,,,,,,,-80.981598,41.092899,,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013
1012785,Lake of the Pines Association Certified Farmers Market,http://www.lop.org/sub_category_list.asp?category=108&title=Farmers+Market,https://www.facebook.com/LOPFarmersMarket/,,,,11665 Lakeshore North ,Auburn ,Nevada,California,95602,06/14/2016 to 09/27/2016,Tue: 3:00 PM-7:00 PM;,06/13/2017 to 09/26/2017,Tue: 4:00 PM-6:30 PM;,,,,,-121.06643,39.040604,,Y,N,N,N,N,-,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,Y,8/15/2016 16:15
1000654,Lake of the Pines Farmers Market,http://www.foothillfarmersmarket.com,,,,,Highway 49 at Wolf Road,Grass Valley,Nevada,California,95949,,,,,,,,,-121.123,38.985298,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1004182,Lake Orion Farmers' Market,http://www.lakeorionfarmersmarket.com,https://www.facebook.com/lakeorionfarmersmarket,,,,93 S. Anderson,Lake Orion,Oakland,Michigan,48362,06/18/2014 to 10/22/2014,Wed: 2:00 PM-7:00 PM;,,,,,,,-83.238487,42.782921,Local government building grounds,Y,N,N,Y,N,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,4/1/2014 9:34
1003863,Lake Oswego Farmers' Market,,https://www.facebook.com/pages/Lake-Oswego-Farmers-Market/,,,,"Millennium Plaza Park, 200 First Street",Lake Oswego,Clackamas,Oregon,97034,05/04/2019 to 10/26/2019,Sat: 8:30 AM-1:30 PM;,,,,,,,-122.69916,45.412304,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,6/5/2019 11:09
1001696,Lake Placid Farmers Market,http://www.lakeplacidfarmersmarket.com,,,,,17 Algonquin Drive,Lake Placid,Essex,New York,12946,June to October,Wed:9:00 AM - 1:00 PM;,November to December,Sat:10:00 AM - 2:00 PM;,,,,,-73.998047,44.294331,Private business parking lot,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,4/30/2012 22:12
1012206,Lake Placid Farmers' Market ,http://www.ausablevalleygrangefarmersmarkets.com/lake-placid.html,https://www.facebook.com/ausablevalleygrangefarmersmarkets/,,,,281 Station Street,Lake Placid,Essex,New York,12946,06/27/2018 to 10/17/2018,Wed: 2:00 PM-6:00 PM;,,,,,,,-73.984108,44.277042,,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,Y,8/14/2018 10:37
1008608,Lake Saint Louis Farmers and Artists Market,http://www.lakesaintlouisfarmersandartistsmarket.com,https://www.facebook.com/pages/Lake-Saint-Louis-Farmers-Artists-Market-at-The-Meadows/122964644496022?fref=ts,,,http://agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=634,Hwy 40 and Lake Saint Louis Boulevard,O'Fallon ,St. Charles,Missouri,63366,,Sat: 8:00 AM-12:00 PM;,,,,,,,-90.770226,38.805214,Private business parking lot,Y,N,N,N,N,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,6/27/2013 9:36
1010519,Lake Wales Downtown Farmer's Market,http://www.lakewalesmainstreet.com,www.facebook.com/Lake-Wales-Downtown-Farmers-Market,,,,Market Square,Lake Wales ,Polk,Florida,33853,01/01/2014 to 12/31/2014,Sat: 9:00 AM-1:00 PM;,,,,,,,-81.588226,27.902151,,Y,N,N,N,N,-,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,N,N,Y,N,N,N,Y,N,N,8/19/2014 12:51
1009289,"Lake Worth Farmer's Market, Waterside ",,https://www.facebook.com/pages/Lake-Worth-Farmers-Market/185534338138863,,,,1 South Ocean Blvd. ,Lake Worth,,Florida,33460,,,,,,,,,-80.038597,26.6147,,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013
1009489,Lake Zurich Area Farmers Market ,http://www.volz.org/index.aspx?NID=366,https://www.facebook.com/LakeZurichFarmersMarket,,,,200 S. Rand Rd,Lake Zurich,,Illinois,60047,,,,,,,,,-88.1092,42.1936,,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013
1009471,Lakehurst Revitalization Assocciation Farmer's Market ,http://www.localharvest.org/lakehurst-revitalization-assocciation-farmers-market-M57208,,,,,Lake Horicon,Lakehurst,,New Jersey,8733,,,,,,,,,-74.3228,40.008701,,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013
1001627,Lakeland Downtown Farmers Curb Market,http://www.downtownfarmerscurbmarket.org,www.facebook.com/FarmersCurbMarket,https://twitter.com/curbmarket,,,200 N. Kentucky Avenue,Lakeland,Polk,Florida,33801,,Sat: 8:00 AM-2:00 PM;,,,,,,,-81.955223,28.045897,Closed-off public street,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,6/10/2013 15:42
1006106,Lakes Area Farmers Market,,,,,,1602 15th street,Spirit Lake,Dickinson,Iowa,51360,06/07/2014 to 10/11/2014,Wed: 7:30 AM-12:00 PM;Sat: 7:30 AM-12:00 PM;,,,,,,,-95.11409,43.425556,Local government building grounds,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,3/14/2014 11:44
1001229,Lakes Area Farmers Market Cooperative,http://www.lakesareafarmersmarket.com,,,,,,detroit lakes,Becker,Minnesota,56501,05/18/2013 to 11/02/2013,Tue: 10:00 AM-1:00 PM;Sat: 10:00 AM-2:00 PM;,,,,,,,-95.851601,46.807991,Other,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,5/13/2014 6:51
1019850,Lakes Area Growers Market,http://www.brainerdfarmersmarket.com,Lakes Area Growers Market,,,,1001 Kingwood ST,Brainerd,Crow Wing,Minnesota,56401,05/12/2020 to 10/20/2020,Tue: 8:00 AM-12:30 PM;,,,,,,,-94.193436,46.358913,,Y,N,N,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,4/30/2020 13:55
1019851,Lakes Area Growers Market,http://www.brainerdfarmersmarket.com,Lakes Area Growers Market,,,,7915 MN-210 ,Baxter ,Crow Wing,Minnesota,56425,05/08/2020 to 10/23/2020,Fri: 8:00 AM-12:30 PM;,,,,,,,-94.235283,46.352551,,Y,N,N,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,4/30/2020 14:19
1010516,Lakes Park Farmers Market,http://BuyLocalLee.com,Facebook.com/LakesParkFarmersMarket,,,,7300 Gladiolus Drive,Fort Myers,Lee,Florida,33908,10/05/2016 to 04/26/2017,Fri: 9:00 AM-1:00 PM;,10/04/2017 to 04/25/2018,Fri: 9:00 AM-1:00 PM;,,,,,-81.878845,26.52479,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,6/23/2017 12:32
1003797,Lakes Region Farmers Market,http://www.lrfm.org,,,,,709 Roosevelt Trail,Windham,Cumberland,Maine,4062,May to October,Sat:8:00 am - 12:00 pm;,,,,,,,-70.4356,43.831402,Educational institution,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,4/4/2011 17:23
1008508,Lakeshore Farmers Market,,https://www.facebook.com/#!/pages/Lakeshore-Farmers-Market/172012482833807,,,,7455 Wofford Heights Bvld,Wofford Heights,Kern,California,93285,01/01/2015 to 12/31/2015,Sat: 9:00 AM-1:00 PM;,,,,,,,-118.44044,35.710346,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,7/28/2015 20:20
1019198,Lakeside Farmers Market - Saturday - year round,http://www.lakesidefarmersmarket.net/,https://www.facebook.com/LakesideMarketRVA/,,,@LakesideMarketRVA,6110 Lakeside Avenue,RICHMOND,Henrico,Virginia,23228,01/01/2018 to 12/31/2018,Sat: 9:00 AM-12:00 PM;,,,,,,,-77.471092,37.614517,,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,N,7/31/2018 9:06
1002021,Lakeside Farmers' Market,http://www.lakesidefarmersmarket.net,https://www.facebook.com/pages/Lakeside-farmers-market/96856541016,,,,1606 lakeside ave.,henrico,Henrico,Virginia,23228,01/01/2018 to 12/31/2018,Wed: 9:00 AM-2:00 PM;Sat: 8:00 AM-12:00 PM;,,,,,,,-77.47052,37.614944,,Y,N,N,N,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,7/26/2018 15:48
1012340,Lakewood Center Farmers' Market,http://Socalfarmersmarkets.net,www.facebook.com/lakewoodcenterfarmersmarket,,,www.instagram.com/socalfarmersmarkets,500 Lakewood Blvd,Lakewood ,Los Angeles,California,90712,01/01/2016 to 12/31/2016,Sat: 8:00 AM-12:30 PM;,,,,,,,-118.14222,33.852829,,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,7/7/2016 21:23
1002521,Lakewood Earth and Food (LEAF) Community Farmers' Market,http://www.leafcommunity.org,https://www.facebook.com/groups/leafc,,,,15425 Detroit,Lakewood,Cuyahoga,Ohio,44107,06/06/2013 to 10/24/2013,Thu: 5:30 PM-8:00 PM;,,,,,,,-81.804268,41.484539,Educational institution,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,4/22/2014 13:54
1009947,Lakewood Farmers Market,http://marketconnect.us,https://www.facebook.com/lakewoodfarmersmarket,,,,"Detroit Ave., Between Warren and Cook",Lakewood ,Cuyahoga,Ohio,44107,06/28/2014 to 10/11/2014,Sat: 10:00 AM-1:00 PM;,,,,,,,-81.800896,41.484756,Private business parking lot,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,Y,N,Y,Y,N,N,Y,N,N,4/15/2014 12:23
1011107,Lakewood Farmers Market,http://denverfarmersmarket.com,,,,,9077 W Alameda Ave,Lakewood,Jefferson,Colorado,80226,06/27/2015 to 09/26/2015,Sat: 10:00 AM-2:00 PM;,,,,,,,-105.09949,39.71143,,Y,N,N,N,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,Y,N,N,N,N,N,5/1/2015 17:04
1019427,Lakewood NY Farmers' and Artisans' Market,http://lakewoodny.com/government/lakewoods-farmers-artisans-market/,https://www.facebook.com/lakewoodnyfarmersmarket/,,,https://www.instagram.com/farmersmarketlakewoodny/,Chautauqua Ave,Lakewood,Chautauqua,New York,14750,07/11/2019 to 09/26/2019,Thu: 10:00 AM-2:00 PM;,,,,,,,-79.326096,42.103565,,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,Y,3/11/2019 20:14
1001079,Lakewood Ranch Farmers Market,,,,,,Lakewood Ranch on Main Street,Lakewood Ranch,Sarasota,Florida,,,,,,,,,,-82.43,27.465,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1002165,Lakview Farmers Market,,,,,,14 Skyles Lane,Lakeview,Baxter,Arkansas,72642,,,,,,,,,-92.381401,36.326199,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1003496,Lamar County Farmers Market,,,,,,Large Pavilion at Vernon City Park,Vernon,Lamar,Alabama,33592,,,,,,,,,-88.105904,33.756802,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1000215,Lamoille Valley Year Round Farmers Artisan Market,http://www.farmersartisanmarket.com,,,,,River Arts Center,Morrisville,Lamoille,Vermont,5661,,,,,,,,,-72.598396,44.561699,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1019035,Lamoni Farmer's Market,,Lamoni Farmers' Market,,,,610  E. Main St  or Corner of Main St & South Linden St,Lamoni,Decatur,Iowa,50140,05/16/2018 to 10/31/2018,Wed: 3:30 PM-6:30 PM;,06/02/2018 to 09/29/2018,Sat: 9:00 AM-12:00 PM;,,,,,-93.933205,40.623531,,Y,Y,N,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,4/2/2018 16:48
1006369,LaMoure Farmers Market,,https://www.facebook.com/LaMoureFarmersMarket,,,,Highway 13,LaMoure,LaMoure,North Dakota,58458,06/24/2013 to 10/10/2013,Mon: 4:00 PM-6:00 PM;Thu: 4:00 PM-6:00 PM;,,,,,,,-98.286369,46.354362,Other,N,N,N,N,N,-,Y,N,Y,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,4/22/2014 12:13
1009162,Lampe Park Farmers Market ,,https://www.facebook.com/FarmersMarketatLampePark,,,,1323 Waterloo Rd.,Gardnerville,,Nevada,,,,,,,,,,-119.753,38.925098,,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013
1002181,Lan-Oak Park District Farmer's Market,http://www.lanoakparkdistrict.org,,,,,Ridge & Grant Street,Lansing,Cook,Illinois,60438,June to August,Wed:4:00 PM - 7:00 PM;,,,,,,,-87.533882,41.56456,Other,N,N,N,N,N,-,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,5/18/2012 16:11
1019901,Lanark Farmers Market,http://LanarkFarmersMarket.com,https://www.facebook.com/LanarkFarmersMarket/,https://twitter.com/lanark_market,,https://www.instagram.com/lanarkfarmersmarket/,101 N Broad St,Lanark,Carroll,Illinois,61046,06/02/2020 to 10/27/2020,Tue: 3:00 PM-6:00 PM;,,,,,,,-89.832703,42.102207,,Y,N,N,N,Y,-,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,6/1/2020 14:10
1012734,Lancaster Central Market,http://www.centralmarketlancaster.com,https://www.facebook.com/LancasterCentralMarket/,https://twitter.com/lanccentmrkt,,https://www.instagram.com/centralmarketlancaster/,23 North Market Street,Lancaster,Lancaster,Pennsylvania,17603,01/01/2016 to 12/31/2016,Tue: 6:00 AM-4:00 PM;Fri: 6:00 AM-4:00 PM;Sat: 6:00 AM-2:00 PM;,,,,,,,-76.306473,40.038376,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,7/27/2016 10:59
1007082,Lancaster County Farmers Market,,,,,,2 West Baltimore pike,Landsdowne,Lancaster,Pennsylvania,,,,,,,,,,-75.430901,40.0453,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1016889,Lancaster East Side Market,http://www.lancastereastsidemarket.com,https://www.facebook.com/LancasterEastSideMarket/,https://twitter.com/lanceastside,,https://www.instagram.com/lancastereastsidemarket/,135 N. Lime Street,Lancaster ,Lancaster,Pennsylvania,17602,06/04/2017 to 10/29/2017,Sun: 10:00 AM-2:00 PM;,,,,,,,-76.300674,40.041492,,Y,Y,N,Y,N,-,Y,Y,N,N,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,Y,3/26/2017 20:38
1002279,Lancaster Farmers Market,,,,,,"Fairgrounds, Seven Bridge Road",Lancaster,Worcester,Massachusetts,1523,July to September,Thu:3:00 pm - 6:00 pm;,,,,,,,-71.658302,42.4645,Local government building grounds,N,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,4/13/2011 19:54
1019852,Lancaster Farmers Market,https://www.lancasterohfarmersmarket.org/,https://www.facebook.com/lancasterohfarmersmarket,,,,West Chestnut Street,Lancaster,Fairfield,Ohio,43130,05/02/2020 to 10/03/2020,Sat: 8:30 AM-12:00 PM;,,,,,,,-82.603851,39.712631,,Y,Y,N,Y,N,-,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,N,N,Y,N,Y,N,Y,N,Y,N,N,4/30/2020 13:53
1004639,Lancaster Farmers'  Market,http://www.lancasterfarmersmarket.net,,,,,Centenial Park,Lancaster,Coos,New Hampshire,3584,May to October,Sat:9:00 AM - 12:00 PM;,,,,,,,-71.570602,44.491299,Local government building grounds,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,4/26/2012 13:36
1002513,Lancaster Market,http://www.lancastervillagemarket.com,https://www.facebook.com/pages/Lancaster-Farmers-Market/174417889248452,https://twitter.com/lancastervillagemarket,lancastervillagemarket,,4913 Transit Road,lancaster,Erie,New York,14086,05/03/2015 to 10/25/2015,Sun: 9:00 AM-2:00 PM;,,,,,,,-78.693695,42.87672,,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,3/19/2015 17:39
1007211,Land O Lakes Farmers Market,,,,,,Downtown,Land O Lakes,Vilas County,Wisconsin,,,,,,,,,,-89.2183,46.1618,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
1000111,Lander Valley Farmer's Market,,,,,,1445 Main Street,Lander,Fremont,Wyoming,82520,07/16/2013 to 10/15/2013,Tue: 5:00 PM-6:30 PM;,,,,,,,-108.74586,42.841175,Educational institution,N,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,6/13/2013 0:34
1000112,Lander Valley Farmer's Market,,,,,, 685 Main Street,Lander,Fremont,Wyoming,82520,07/13/2013 to 10/12/2013,Sat: 9:00 AM-11:00 AM;,,,,,,,-108.73921,42.834488,Private business parking lot,N,N,N,N,N,-,Y,N,N,Y,Y,N,Y,Y,N,Y,N,Y,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,6/13/2013 0:27
1006698,Landis Marketplace,http://www.landismarketplace.com,https://www.facebook.com/pages/Landis-Marketplace/139377179422305,,,,631 East Landis Avenue,Vineland,Cumberland,New Jersey,8360,01/01/2014 to 12/31/2014,Thu: 9:00 AM-6:00 PM;Fri: 9:00 AM-7:00 PM;Sat: 8:00 AM-4:00 PM;,,,,,,,-75.021988,39.485569,Other,Y,N,N,N,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,3/31/2014 20:51
1011058,Landmark Greenwood Village Fresh Market,http://coloradofreshmarkets.com,Colorado Fresh Markets,ColoradoFreshMarkets@COfreshmarkets,,,,Denver,Denver,Colorado,,06/20/2015 to 09/26/2015,Sat: 10:00 AM-2:00 PM;,,,,,,,-104.89987,39.617519,,Y,N,N,N,N,Y,Y,N,N,N,Y,N,N,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,N,Y,N,N,N,N,4/22/2015 19:33
